ts,event_type,user_id,date_from,date_to,origin,destination,num_adults,num_children
2017-05-01 00:36:51,search,c83692,2017-05-10,2017-05-10,IST,STR,1,0
2017-04-30 12:30:07,search,35da03,2017-09-28,2017-10-05,DUS,PMI,2,1
2017-04-20 21:07:05,search,f56998,2017-05-24,2017-05-26,PAR,EDI,1,0
2017-04-20 23:41:28,search,4b2253,2017-09-25,2017-10-17,MUC,SAW,1,0
2017-04-20 04:27:47,search,89d07a,2017-05-17,2017-05-20,HAM,BCN,1,0
2017-04-20 21:26:20,book,66910b,2017-09-17,2017-09-23,STR,HEL,2,0
2017-04-20 13:49:51,book,eb65f8,2017-08-10,2017-08-24,HAM,GLA,2,0
2017-04-20 14:27:03,book,1ab0c1,2017-09-02,2017-09-29,MUC,DPS,2,0
2017-04-20 13:59:41,book,b3c158,2017-04-23,2017-05-04,HAM,OPO,3,0
2017-04-20 18:23:29,book,578f32,2017-07-01,2017-07-05,BER,STR,2,0
2017-04-20 15:28:53,book,a7f205,2017-05-14,2017-05-14,BCN,HAM,1,0
2017-04-20 15:31:10,book,35bcb9,2017-05-01,2017-05-07,FRA,BHX,1,0
2017-04-20 20:50:54,book,c0f65f,2017-04-21,2017-04-21,MIL,STR,1,0
2017-04-20 09:15:33,search,097d72,2017-04-20,2017-04-20,FRA,BCN,1,0
2017-04-21 02:24:52,search,dbf4a0,2017-06-15,2017-06-15,CGN,BCN,2,0
2017-04-20 13:18:25,search,5ec7d4,2017-04-20,2017-05-04,CDG,HKT,1,0
2017-04-21 02:41:25,search,dbf4a0,2017-06-15,2017-06-19,DUS,BCN,2,0
2017-04-20 13:19:03,search,5ec7d4,2017-04-20,2017-05-04,CDG,HKT,2,0
2017-04-20 13:05:52,search,7d0e9c,2017-05-11,2017-05-20,DUS,MAN,1,1
2017-04-20 16:03:22,search,0ef7c5,2017-05-31,2017-06-06,HAM,TLV,2,0
2017-04-20 13:25:28,search,5b4ad8,2017-05-17,2017-05-24,MUC,MIL,1,0
2017-04-20 18:06:38,search,bcea63,2017-08-13,2017-08-14,CGN,ROM,2,0
2017-04-20 13:42:38,search,2d6841,2017-09-02,2017-09-23,DUS,STO,2,3
2017-04-20 15:29:42,search,0b336f,2017-11-23,2017-11-23,BER,AGP,2,0
2017-04-20 15:35:36,search,0b336f,2017-11-23,2017-11-23,BER,AGP,2,0
2017-04-20 12:42:12,search,d10426,2017-05-15,2017-05-20,STR,IST,2,0
2017-04-20 21:46:30,search,e3ff5e,2017-06-28,2017-07-04,TXL,MUC,1,0
2017-04-20 14:36:40,search,47be18,2017-08-01,2017-08-01,HAM,FRA,1,0
2017-04-20 14:43:23,search,1a0067,2017-05-11,2017-05-14,HAM,MIL,2,0
2017-04-20 15:27:36,search,1a0067,2017-05-11,2017-05-14,HAM,MIL,2,0
2017-04-20 15:19:43,search,a7567f,2017-08-10,2017-08-10,YMQ,PAR,1,0
2017-04-20 11:24:23,search,43a331,2017-04-30,2017-04-30,CGN,MIL,1,0
2017-04-21 01:04:17,search,90f5d5,2017-08-02,2017-08-06,HAM,MUC,1,1
2017-04-20 09:49:44,search,daf0c4,2017-05-18,2017-05-18,CHC,SIN,2,0
2017-04-20 18:10:07,search,73a8ef,2017-04-26,2017-04-26,MUC,BER,1,0
2017-04-20 14:12:44,search,bca32a,2017-07-23,2017-08-10,DUS,BOM,2,0
2017-04-20 23:24:56,search,955ae5,2017-08-08,2017-08-11,PAR,REK,2,0
2017-04-21 00:51:47,search,955ae5,2017-08-08,2017-08-11,PAR,REK,2,0
2017-04-21 01:02:28,search,e76774,2017-05-22,2017-05-30,MUC,ATH,1,0
2017-04-20 21:51:16,search,b5962f,2017-05-01,2017-05-01,TYO,ICN,1,0
2017-04-20 23:47:28,search,427f2e,2017-07-27,2017-08-03,FRA,LIS,4,0
2017-04-20 22:12:59,search,47c4a0,2017-09-28,2017-10-08,MUC,DUB,4,0
2017-04-20 13:41:50,search,b3c158,2017-04-23,2017-05-04,HAM,OPO,3,0
2017-04-20 20:27:52,search,075da9,2017-05-20,2017-06-09,TXL,DAR,1,0
2017-04-20 17:09:35,search,9d43ef,2017-09-23,2017-09-23,OPO,CDG,1,0
2017-04-20 21:54:14,search,2a725b,2017-11-16,2017-11-16,DPS,BKK,2,0
2017-04-20 18:44:15,search,ded57c,2017-06-29,2017-07-09,CGN,AGP,2,2
2017-04-21 02:37:36,search,7da83e,2017-07-06,2017-07-13,DUS,IST,2,0
2017-04-20 07:56:15,search,9dce60,2017-06-06,2017-06-14,BJS,ALA,1,0
2017-04-20 18:38:30,search,b0e2b7,2017-04-30,2017-04-30,ORY,LIS,2,0
2017-04-20 16:21:04,search,39443f,2017-05-04,2017-05-25,FRA,MNL,1,0
2017-04-21 00:28:33,search,d47cde,2017-08-31,2017-09-14,HAM,AGP,2,0
2017-04-20 22:28:33,search,22cfe7,2017-04-26,2017-05-01,HAM,ZRH,1,0
2017-04-20 20:18:21,search,bbbff2,2017-05-21,2017-05-24,BER,BUD,1,0
2017-04-21 02:05:01,search,67c866,2017-07-05,2017-07-08,PAR,DUB,2,0
2017-04-21 01:29:02,search,ffd667,2017-08-16,2017-08-25,HAM,MXP,3,0
2017-04-21 01:27:18,search,ffd667,2017-08-16,2017-08-25,HAM,MXP,3,0
2017-04-21 01:30:12,search,ffd667,2017-08-16,2017-08-25,HAM,MXP,3,0
2017-04-20 15:18:41,search,50954c,2017-06-22,2017-06-29,MUC,AGP,2,0
2017-04-20 20:50:08,search,804c93,2017-05-06,2017-05-08,MUC,HAM,2,0
2017-04-20 11:54:32,search,b3c78e,2017-04-22,2017-04-27,ZRH,FRA,2,0
2017-04-20 23:21:40,search,0cad50,2017-09-29,2017-10-04,LYS,PRG,2,0
2017-04-20 16:41:16,search,42fb59,2017-06-07,2017-06-26,CDG,HAN,2,0
2017-04-20 16:41:18,search,42fb59,2017-06-07,2017-06-26,CDG,HAN,2,0
2017-04-20 16:39:31,search,42fb59,2017-06-07,2017-06-26,CDG,HAN,2,0
2017-04-20 17:07:06,search,9341da,2017-05-20,2017-06-11,STR,WAW,1,0
2017-04-20 20:02:18,search,94eb63,2017-05-01,2017-05-15,FRA,AGP,1,0
2017-04-27 20:08:44,search,b354d1,2017-09-16,2017-09-16,DUS,WAW,1,0
2017-04-27 22:12:02,book,e22b84,2017-05-15,2017-05-20,FRA,ALC,2,0
2017-04-27 16:59:10,book,b71b58,2017-06-22,2017-06-30,PAR,TLV,4,0
2017-04-27 23:24:46,search,948ead,2017-07-18,2017-07-18,MUC,AKL,1,0
2017-04-27 13:53:24,search,9bc6a7,2017-11-03,2017-11-24,FRA,BKK,1,0
2017-04-27 11:00:00,search,19fc94,2017-05-16,2017-05-19,HAM,PAR,1,0
2017-04-27 13:32:19,search,d2152c,2017-07-19,2017-08-09,DUS,AYT,2,0
2017-04-30 20:33:58,search,4037dc,2017-06-27,2017-06-30,FRA,CPH,2,0
2017-04-30 18:27:51,search,937471,2017-05-09,2017-05-09,MUC,BER,2,0
2017-04-30 20:58:50,search,c763fe,2017-09-18,2017-10-17,FRA,HAN,1,0
2017-04-30 17:45:30,book,d3409e,2017-09-29,2017-10-20,DUS,AGP,2,0
2017-04-30 13:19:04,search,d22d91,2017-11-08,2017-11-17,DUS,SYD,1,0
2017-04-30 19:14:58,search,6b10be,2017-05-16,2017-05-19,LIS,STR,1,0
2017-04-30 22:16:53,search,8f02f8,2017-08-02,2017-08-04,TLS,NCE,2,0
2017-04-29 14:13:44,search,dfab9d,2017-04-30,2017-04-30,MUC,DUS,1,0
2017-04-29 16:32:40,book,76d656,2017-12-13,2017-12-16,BER,ATH,2,0
2017-04-30 00:51:46,book,224544,2017-05-13,2017-05-18,BER,DUS,1,0
2017-04-29 15:51:12,search,555ce2,2017-11-12,2017-12-06,BER,ATL,1,0
2017-04-29 22:03:59,search,b8e740,2017-05-17,2017-05-17,PAR,ROM,2,0
2017-04-29 23:10:17,search,934c62,2017-06-28,2017-06-30,MUC,TXL,8,0
2017-04-29 12:13:18,search,75c27c,2017-07-12,2017-07-14,PAR,MUC,1,0
2017-04-30 00:06:11,search,a33f52,2017-05-13,2017-05-17,HAM,LHR,2,0
2017-04-29 17:54:25,search,479dfc,2017-05-07,2017-05-10,CDG,BUD,2,0
2017-04-30 02:22:49,search,d6a1e5,2017-04-30,2017-04-30,DUS,PAR,2,0
2017-04-25 20:49:22,book,f0faa8,2017-09-28,2017-10-05,FRA,BCN,2,0
2017-04-25 20:58:20,book,fa994b,2017-05-12,2017-05-15,CGN,BER,2,0
2017-04-25 19:57:04,search,660b71,2017-05-02,2017-05-03,MUC,AMS,1,0
2017-04-24 19:15:50,search,539a92,2017-05-19,2017-05-24,MUC,LIS,2,0
2017-04-25 01:51:50,search,f10311,2017-10-13,2017-10-13,TCI,PAR,4,0
2017-04-24 17:16:08,search,6c5e91,2017-07-21,2017-07-21,STR,UIO,1,0
2017-04-24 15:00:56,search,aee397,2017-04-25,2017-04-25,MIL,DUS,1,0
2017-04-25 01:48:48,search,38d242,2017-10-12,2017-10-18,FRA,BUH,1,1
2017-04-24 15:49:03,search,72f029,2017-06-21,2017-06-29,PAR,EDI,1,0
2017-04-25 01:28:25,search,047070,2017-05-08,2017-05-15,BER,MOW,1,0
2017-04-24 21:32:16,search,bec8ac,2017-05-10,2017-05-20,CGN,AYT,2,0
2017-04-24 21:34:41,search,bec8ac,2017-05-10,2017-05-20,CGN,AYT,2,0
2017-04-24 17:41:17,search,2f5ed4,2017-09-18,2017-09-24,MUC,AMS,2,0
2017-04-24 22:12:26,search,400f55,2017-06-20,2017-06-23,ZRH,TXL,1,0
2017-04-25 00:04:39,search,f36da2,2017-05-04,2017-05-12,MUC,AYT,1,0
2017-04-25 00:50:41,search,c33449,2017-07-06,2017-07-17,MUC,ATH,4,0
2017-04-24 16:07:22,search,9a4746,2017-08-28,2017-10-01,BER,AYT,3,0
2017-04-24 20:42:04,search,4abcc0,2017-07-07,2017-07-14,PAR,LIS,2,1
2017-04-24 00:13:34,search,67095b,2017-08-09,2017-08-14,DUS,LON,2,0
2017-04-24 00:13:24,search,67095b,2017-08-09,2017-08-14,DUS,LON,2,0
2017-04-23 18:56:35,book,f7a2f6,2017-05-13,2017-05-23,FRA,PVG,1,0
2017-04-23 12:32:11,search,7a6af6,2017-08-26,2017-09-06,FRA,AGP,2,1
2017-04-24 00:45:50,search,2f469f,2017-10-09,2017-10-09,ORD,AMS,2,0
2017-04-23 21:29:35,search,1780a5,2017-09-27,2017-10-29,TLS,ALG,1,0
2017-04-23 23:11:51,search,91cf28,2017-07-08,2017-07-12,MUC,AMS,3,0
2017-04-23 15:36:33,search,222a35,2017-04-28,2017-05-06,DUS,KTM,2,0
2017-04-23 19:49:49,search,4e2343,2017-04-26,2017-04-26,BCN,PAR,1,0
2017-04-24 00:39:10,search,9871c5,2017-04-25,2017-05-07,CDG,DXB,1,0
2017-04-23 21:33:12,search,d3d5aa,2017-09-11,2017-09-15,CGN,BER,4,0
2017-04-23 16:42:33,search,cfedc2,2017-04-23,2017-04-23,PAR,CAS,1,0
2017-04-23 10:45:49,search,cb03ea,2018-04-17,2018-04-17,HAM,MOW,2,0
2017-04-23 16:29:23,search,5eaf8e,2017-05-10,2017-05-14,FRA,STN,2,0
2017-04-24 21:43:25,search,c553c7,2017-07-16,2017-07-24,CGN,IST,2,0
2017-04-24 14:24:41,search,45e11b,2017-12-12,2017-12-18,BER,NYC,1,0
2017-04-25 00:36:05,book,bed400,2017-05-16,2017-05-20,MUC,BCN,1,0
2017-04-24 13:12:12,search,484831,2017-05-23,2017-05-27,STR,AYT,6,0
2017-04-24 22:52:47,search,d41501,2017-08-17,2017-09-10,FRA,CAI,4,0
2017-04-24 19:45:13,search,9b94b7,2017-05-01,2017-05-04,MUC,NCE,1,0
2017-04-24 23:41:29,search,d97530,2017-09-15,2017-10-13,STR,ADB,6,2
2017-04-25 00:57:17,search,0aa577,2017-05-31,2017-06-02,DUS,LON,1,0
2017-04-29 22:23:52,search,934c62,2017-06-28,2017-06-30,MUC,TXL,8,0
2017-04-29 15:02:52,book,1dae89,2017-06-22,2017-06-30,FRA,REK,2,0
2017-04-29 13:46:58,book,508acb,2017-05-21,2017-05-25,MUC,LON,3,0
2017-04-29 20:29:09,book,01f2a2,2017-05-19,2017-05-21,CGN,BER,2,0
2017-04-30 01:04:22,search,4058dd,2017-05-29,2017-06-12,PAR,ORL,3,0
2017-04-30 00:28:45,search,58245d,2017-10-17,2017-11-02,PAR,IST,2,1
2017-04-30 01:07:24,search,5ad343,2017-08-12,2017-08-17,MUC,ROM,2,1
2017-04-30 01:31:11,search,4058dd,2017-05-30,2017-06-12,PAR,ORL,3,0
2017-04-30 02:43:59,search,d6a1e5,2017-04-30,2017-04-30,DUS,PAR,2,0
2017-04-29 20:12:49,search,aa767c,2017-05-02,2017-05-06,DUS,LON,1,0
2017-04-29 14:56:10,search,1dae89,2017-06-22,2017-06-29,FRA,REK,2,0
2017-04-27 20:31:25,search,d2cd55,2017-08-09,2017-08-17,CGN,ROM,2,0
2017-04-27 17:47:06,book,6e57ab,2017-10-13,2017-10-20,HAM,MUC,2,0
2017-04-27 14:05:12,book,b68fdf,2017-06-14,2017-06-16,BER,MXP,1,0
2017-04-28 00:40:38,book,74ca04,2017-06-07,2017-06-10,PAR,ROM,2,0
2017-04-27 19:06:31,search,e5d69e,2017-08-12,2017-09-02,FRA,WAS,3,1
2017-04-27 13:00:27,search,7aa587,2017-07-25,2017-08-11,CDG,BKK,2,0
2017-05-01 17:34:22,search,57baaf,2017-10-13,2017-10-27,MUC,PMI,2,1
2017-05-02 01:34:19,book,32e4fc,2017-06-03,2017-06-07,HAM,DUB,2,0
2017-05-01 06:31:01,book,25e3f9,2017-06-16,2017-06-21,MUC,MOW,2,0
2017-05-02 00:25:21,search,39e270,2017-08-28,2017-09-04,BER,PMI,2,0
2017-05-01 16:46:36,search,abd795,2017-07-05,2017-07-14,HAM,LIS,1,0
2017-05-01 22:07:31,search,031d5e,2017-08-25,2017-09-07,FRA,NCE,1,0
2017-05-01 23:59:47,search,32e4fc,2017-06-03,2017-06-07,HAM,DUB,2,0
2017-05-02 01:48:36,search,4191c8,2017-08-02,2017-08-04,PAR,ROM,2,2
2017-04-30 01:09:51,search,55c39f,2017-06-08,2017-06-22,PAR,SHA,1,0
2017-04-30 01:14:21,search,9028a1,2017-06-01,2017-06-03,BER,LON,2,0
2017-04-29 11:18:03,search,4a8428,2017-05-18,2017-05-18,HKT,SIN,2,0
2017-04-30 02:00:15,search,231759,2017-04-30,2017-05-02,ORY,OPO,1,0
2017-04-30 01:42:25,search,72d6da,2017-09-22,2017-09-22,FRA,SEA,1,0
2017-04-30 02:45:05,search,ca5303,2017-05-02,2017-05-02,STR,DXB,1,0
2017-05-01 23:08:24,search,066033,2017-07-08,2017-07-08,SGN,HAN,3,0
2017-05-01 23:04:48,search,3b2115,2017-11-04,2017-11-14,BER,LON,2,0
2017-05-01 12:38:09,search,18d66c,2017-05-18,2017-05-22,MUC,DUS,1,0
2017-05-01 23:54:44,book,97ce05,2017-07-20,2017-07-22,DUS,PRG,2,0
2017-05-01 21:29:46,book,607f08,2017-05-16,2017-05-30,FRA,SAO,1,0
2017-05-01 11:38:39,book,6ff58c,2017-06-10,2017-06-16,CGN,DUB,2,0
2017-05-01 15:58:12,search,abd795,2017-07-05,2017-07-14,HAM,LIS,1,0
2017-05-02 01:22:03,search,93694d,2017-06-20,2017-06-24,DUS,MIL,1,0
2017-04-29 01:36:40,search,781e13,2017-06-08,2017-06-08,BUH,BER,1,0
2017-04-28 21:49:57,book,361cb0,2017-06-27,2017-06-30,BER,AMS,1,0
2017-04-28 13:39:00,book,0ae65c,2017-05-18,2017-05-24,CGN,EDI,1,0
2017-04-28 13:07:15,search,2e7146,2017-06-22,2017-07-02,HAM,ALA,1,0
2017-04-28 22:53:35,search,d19134,2017-04-29,2017-04-29,LGW,STR,2,0
2017-04-29 00:39:56,search,dfa592,2017-10-22,2017-10-22,DFW,MEX,1,0
2017-04-28 18:00:24,search,d5eff6,2017-05-01,2017-05-05,DUS,ALC,1,0
2017-04-25 14:25:00,search,c2cd37,2017-09-12,2017-09-23,PAR,TLV,2,0
2017-04-25 15:34:26,book,13a99f,2017-06-06,2017-06-06,FRA,VIE,1,0
2017-04-25 13:07:15,book,08ffb8,2017-05-13,2017-05-22,STR,STO,1,0
2017-04-25 16:37:57,search,c218a2,2017-05-17,2017-05-20,CGN,BER,1,0
2017-04-26 00:30:31,search,d43cd4,2017-05-07,2017-05-08,AMS,MUC,1,0
2017-04-25 14:52:50,search,c8acdb,2017-05-14,2017-05-22,PAR,ALG,1,0
2017-04-25 13:15:24,search,55b139,2017-05-25,2017-05-30,SGN,DPS,1,0
2017-04-25 18:51:53,search,0dd2e4,2017-05-10,2017-05-12,PAR,IST,1,0
2017-04-25 22:16:53,search,ad9a1b,2017-05-09,2017-05-27,FRA,TLV,1,0
2017-04-25 14:05:26,search,245bdd,2017-05-11,2017-05-19,MUC,MEL,1,0
2017-04-25 19:43:37,search,e9270f,2017-07-03,2017-07-03,STR,BER,1,0
2017-04-25 09:08:44,search,bfa329,2017-06-27,2017-06-30,MUC,BER,1,0
2017-04-25 22:35:48,search,140612,2017-09-18,2017-09-18,LYS,ANC,2,0
2017-04-25 12:27:04,search,4d0c50,2017-04-25,2017-04-25,CPH,FRA,1,0
2017-04-24 23:48:41,search,6a2a71,2017-04-26,2017-04-26,CGN,IZM,1,0
2017-04-24 23:48:13,search,6a2a71,2017-04-26,2017-04-26,CGN,IZM,1,0
2017-04-24 14:22:28,book,73e5fa,2017-06-05,2017-06-07,BER,PMI,1,0
2017-04-24 22:48:18,search,db9beb,2017-05-15,2017-07-10,DUS,HYD,1,0
2017-04-25 02:32:15,search,67a89c,2017-07-03,2017-07-10,PAR,OPO,1,0
2017-04-24 22:36:57,search,2c2c45,2017-04-26,2017-04-28,HAM,VIE,2,0
2017-04-24 23:57:10,search,8bdf41,2017-05-13,2017-05-17,STR,IST,2,0
2017-04-30 21:40:17,search,c0dcb8,2017-06-14,2017-06-17,CGN,BER,1,0
2017-04-30 15:33:24,search,87da05,2017-07-27,2017-08-07,FRA,IST,1,0
2017-04-30 17:41:39,search,9d7a96,2017-09-02,2017-09-12,STR,VCE,2,0
2017-04-30 13:22:39,search,53eec8,2017-07-02,2017-07-03,FRA,MUC,1,0
2017-04-30 20:58:28,search,3a2dc7,2017-05-27,2017-05-28,MUC,BER,3,0
2017-04-28 20:08:50,search,8ee688,2017-08-23,2017-08-23,JFK,MIA,2,0
2017-04-28 23:24:26,search,46cad7,,2017-05-24,AMS,MUC,0,0
2017-04-28 15:37:27,search,128d36,2017-05-05,2017-05-05,DUS,LPA,2,0
2017-04-28 17:19:08,search,1edc36,2018-02-13,2018-02-23,BER,PMI,3,0
2017-04-25 23:57:32,search,a7e536,2017-07-01,2017-07-04,BER,ROM,2,0
2017-04-25 13:20:01,search,b2d14d,2017-05-03,2017-05-05,CGN,BER,2,0
2017-04-25 20:27:27,search,bc24ad,2017-05-16,2017-05-19,MUC,HAM,5,0
2017-04-28 17:29:42,search,be5665,2017-06-22,2017-06-29,MUC,SAW,3,0
2017-04-28 23:40:46,search,b1fa67,2017-05-28,2017-06-12,PAR,HKT,5,0
2017-04-28 19:33:18,search,c113d4,2017-05-15,2017-05-19,MUC,OSL,3,1
2017-04-29 02:47:23,book,fcf1b8,2017-05-19,2017-05-24,STR,LON,2,0
2017-04-28 17:08:23,book,f8a894,2017-05-29,2017-06-05,NCE,LYS,1,0
2017-04-28 15:26:15,search,69aa47,2017-10-25,2017-10-27,FRA,CPH,1,0
2017-04-29 01:18:26,search,f7fdaa,2017-09-24,2017-10-03,CHI,MSP,4,0
2017-04-28 23:35:28,search,f00d62,2017-06-29,2017-07-03,BER,OPO,1,0
2017-04-28 22:48:18,search,90e95f,2017-09-25,2017-10-02,TXL,MIL,1,0
2017-04-24 23:48:41,search,6a2a71,2017-04-28,2017-04-28,CGN,IZM,1,0
2017-04-24 21:56:26,book,e31edf,2017-07-02,2017-07-10,HAM,MAN,1,0
2017-04-24 13:31:37,book,99e1c3,2017-05-19,2017-05-21,FRA,LON,2,0
2017-04-24 18:06:28,search,eab53b,2017-05-02,2017-05-09,FRA,LAS,9,0
2017-04-24 21:54:23,search,30cae1,2017-06-27,2017-07-08,IEV,FRA,1,0
2017-04-24 23:33:15,search,de18df,2017-05-12,2017-06-10,MUC,BER,1,0
2017-04-24 23:48:44,search,31abaa,2017-05-04,2017-05-08,FRA,CPH,2,0
2017-04-24 23:25:59,search,31abaa,2017-05-04,2017-05-08,FRA,CPH,2,0
2017-04-24 12:51:45,search,923701,2017-07-04,2017-08-01,HAM,BOS,1,0
2017-04-24 18:33:24,search,bd3cca,2017-04-24,2017-05-01,MUC,IST,1,0
2017-04-30 23:15:52,search,c7cd53,2017-08-22,2017-09-16,FRA,ALA,1,0
2017-04-30 17:19:18,book,ed8dce,2017-05-10,2017-05-12,DUS,CPH,2,0
2017-04-30 23:40:14,search,5424d3,2017-07-05,2017-07-09,CGN,PMI,2,0
2017-04-30 19:01:13,book,9513bb,2017-05-14,2017-05-14,SIN,KUL,5,0
2017-04-30 21:51:31,search,9289a5,2017-05-03,2017-05-03,CGN,IST,1,0
2017-04-30 13:13:41,search,a3a066,2017-05-01,2017-05-01,BER,DUS,3,0
2017-04-23 12:22:30,book,6ca683,2017-08-24,2017-08-27,BER,BCN,2,0
2017-04-23 18:52:51,book,9d27be,2017-05-04,2017-05-06,ORY,MRS,2,0
2017-04-23 23:06:39,search,91cf28,2017-07-08,2017-07-12,MUC,AMS,3,0
2017-04-23 19:19:05,search,8481b3,2017-07-11,2017-07-21,STR,PVG,1,0
2017-04-23 15:43:13,search,758497,2017-05-23,2017-05-23,PMI,DUS,1,0
2017-04-23 17:55:48,search,bb3225,2017-05-14,2017-05-16,HAM,IST,2,0
2017-04-23 14:31:38,search,b0985e,2017-07-30,2017-07-30,MAD,MUC,1,0
2017-04-24 01:11:50,search,b0bed3,2017-10-02,2017-10-10,PAR,EDI,2,0
2017-04-23 22:48:43,search,aa7559,2017-07-11,2017-07-18,STR,LON,2,0
2017-04-30 21:09:12,search,ef3f26,2017-05-16,2017-05-20,CDG,NRT,1,0
2017-04-30 21:49:08,book,c0dcb8,2017-06-14,2017-06-17,CGN,BER,1,0
2017-04-30 21:37:10,book,83dfbe,2017-06-05,2017-06-10,DUS,IST,1,0
2017-04-30 22:18:26,search,2475d4,2017-07-11,2017-07-21,STR,NYC,1,0
2017-04-30 19:29:50,search,849abd,2018-01-16,2018-02-07,STR,CMB,1,0
2017-04-30 19:06:00,search,6045c5,2017-06-08,2017-06-10,BER,AMS,1,0
2017-04-30 18:13:41,search,e8fb22,2017-06-21,2017-06-30,STR,ATH,2,0
2017-04-30 11:42:33,search,26d367,2017-06-14,2017-06-14,PAR,ROM,1,0
2017-04-30 22:35:43,search,f92525,2017-05-15,2017-05-21,DUS,VIE,1,0
2017-04-30 20:28:47,search,66844e,2017-05-17,2017-05-20,TLS,VCE,1,1
2017-04-25 23:05:21,book,bfa329,2017-06-27,2017-06-30,MUC,BER,1,0
2017-04-26 00:19:51,search,be7b2c,2017-07-13,2017-08-17,MOW,MUC,1,0
2017-04-25 11:54:26,search,65f369,2017-09-16,2017-10-12,BER,MNL,1,0
2017-04-25 12:38:15,search,08ffb8,2017-05-13,2017-05-22,STR,STO,1,0
2017-04-25 17:11:58,search,1dbd57,2017-05-05,2017-05-05,IZM,FRA,1,0
2017-04-25 17:11:52,search,1dbd57,2017-05-06,2017-05-06,IZM,FRA,1,0
2017-04-29 12:48:26,book,7b7a90,2017-05-07,2017-05-10,HAM,ZRH,1,0
2017-04-29 20:43:04,book,60614e,2017-11-07,2017-11-10,BER,LIS,2,0
2017-04-29 18:38:51,search,a4b138,2017-06-14,2017-06-14,HAM,ARN,2,0
2017-04-30 02:04:21,book,4058dd,2017-05-30,2017-06-13,PAR,ORL,3,0
2017-04-29 23:23:26,book,c8acdb,2017-05-22,2017-05-22,ALG,ORY,1,0
2017-04-29 14:45:48,search,eec403,2017-05-03,2017-05-06,HAM,LGW,1,0
2017-04-29 23:06:40,search,400c77,2017-06-11,2017-07-13,CGN,BER,1,0
2017-04-29 10:12:16,search,2d6707,2017-09-01,2017-09-01,DUS,OVB,1,0
2017-04-30 01:02:02,search,cd83a6,2017-09-18,2017-10-02,PAR,YMQ,1,0
2017-04-29 15:33:00,search,db41ad,2017-06-10,2017-06-13,HAM,LON,1,0
2017-04-30 01:33:59,search,5ad343,2017-08-12,2017-08-17,MUC,ROM,3,0
2017-04-30 02:11:26,search,ca5303,2017-05-02,2017-05-02,STR,DXB,1,0
2017-04-29 17:51:14,search,75ce1b,2017-05-06,2017-05-08,DUS,BER,2,0
2017-04-29 18:48:06,search,c767b4,2017-05-03,2017-05-06,PAR,ATH,2,0
2017-04-29 14:59:03,search,5c79f2,2017-06-07,2017-06-09,BER,AMS,1,0
2017-04-29 14:14:16,search,7a29d0,2017-07-20,2017-07-27,TXL,PMI,2,0
2017-04-30 00:50:35,search,3a2dc7,2017-05-28,2017-05-28,FRA,BER,3,0
2017-04-28 18:13:13,search,1a9f09,2017-06-26,2017-06-29,CGN,PMI,1,0
2017-04-28 14:15:14,search,308425,2017-05-11,2017-05-25,DUS,MAD,1,1
2017-04-29 00:19:34,book,b55f83,2017-04-29,2017-04-29,DUS,MXP,1,0
2017-04-29 01:04:09,book,f5650b,2017-08-21,2017-09-05,AMS,LAD,1,0
2017-04-28 15:07:14,search,c0514e,2017-09-01,2017-09-15,MUC,CMB,2,0
2017-04-28 19:05:23,search,fc69c9,2017-11-14,2017-11-30,FRA,NYC,2,2
2017-04-29 01:46:16,search,57040e,2017-04-30,2017-04-30,AYT,BER,2,0
2017-04-28 17:04:42,search,e55f88,2017-05-16,2017-05-19,HAM,LIS,1,0
2017-04-28 17:17:56,search,1edc36,2018-02-13,2018-02-23,BER,PMI,3,0
2017-04-28 22:16:08,search,d65ba8,2017-06-09,2017-06-14,CGN,ARN,1,0
2017-04-28 22:39:44,search,34ef91,2017-09-27,2017-09-30,FRA,AMS,5,0
2017-04-29 23:45:18,search,011d58,2017-04-30,2017-04-30,FRA,BER,1,0
2017-04-29 22:58:48,book,0ca6b4,2017-10-18,2017-10-20,MUC,BER,2,0
2017-04-29 17:05:03,search,6bd35d,2017-05-16,2017-05-16,BER,LON,1,0
2017-04-29 15:58:27,search,79f0b9,2017-12-15,2017-12-15,FRA,KTM,1,0
2017-05-02 00:48:39,search,330bee,2017-05-16,2017-05-19,STR,AMS,1,0
2017-05-01 16:48:01,search,712bfa,2017-09-29,2017-09-29,STO,BER,1,0
2017-05-01 23:30:24,search,4f89a7,2017-06-10,2017-06-15,DUS,IST,2,0
2017-05-01 18:03:40,search,11cb01,2017-07-12,2017-07-12,HAM,ARN,1,0
2017-05-01 12:06:39,search,3ee45a,2017-07-15,2017-07-18,CGN,STN,3,0
2017-05-01 15:47:31,search,99cfec,2017-06-20,2017-11-10,STR,BER,1,0
2017-05-02 02:00:52,search,4bfdea,2017-07-17,2017-07-21,HAM,VIE,2,0
2017-05-01 22:00:52,search,bfdc7f,2017-08-17,2017-08-23,CGN,VCE,1,0
2017-04-30 14:06:16,book,a81390,2017-05-23,2017-05-26,HAM,ATH,1,0
2017-04-30 11:34:09,book,1a3f91,2017-06-08,2017-06-15,LYS,DXB,1,0
2017-04-30 15:41:10,search,389dcf,2017-05-31,2017-06-01,OSL,FRA,1,0
2017-04-30 15:33:50,book,e8d822,2017-09-13,2017-09-16,HAM,PMI,2,0
